Genes,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62
Hsa.2858,7.812859434,8.306963505,7.59903698,7.867389352,7.832178493,7.652164945,8.184219496,7.485682611,7.537611701,7.784463877,7.990432488,8.325617371,8.059215351,8.820228383,8.017000538,8.728951837,7.70162954,8.546409083,8.357051061,7.992714532,8.309614239,7.217066508,8.218927218,8.601228036,8.214622295,7.646429802,7.956244054,7.527287813,7.495963312,8.181835142,7.396937556,7.354772624,7.621433929,7.755003844,7.718757127,7.459756823,5.491315217,7.958040934,8.952799947,8.658194203,8.501070539,8.872171928,8.783318291,7.966365899,8.186176556,8.501070539,7.761786051,8.133821689,9.483099647,8.697880066,8.159747663,8.505387716,8.457860749,8.354852941,8.184219496,8.695484259,6.306476286,9.258111214,8.436317287,8.928775281,9.193869887,8.637686548
Hsa.845,7.227328688,6.419517144,11.89052177,10.19499112,9.319071146,9.919152872,7.635569517,8.298095836,7.338418664,9.123467706,8.078190414,9.209238738,7.909462465,9.554209748,8.751138544,10.26541277,8.625348272,6.924176528,7.483794978,9.212556396,6.646401928,8.404937585,8.610767086,8.261975841,10.77084103,6.945026534,7.1962047,6.66364303,6.038890677,6.360927772,6.213852093,7.113370818,8.113457362,8.697880066,7.266398164,8.222401511,8.076362206,7.261162257,8.3654363,7.811117763,7.825552793,8.179487774,8.335961528,7.014457884,8.289598749,9.246968868,8.984044448,7.541837294,7.691173914,7.875612627,5.977309471,7.718757127,7.527287813,8.684767281,9.638818332,8.769843708,10.7567274,7.930841283,7.978713227,7.130836236,8.261975841,9.303721101
Hsa.21160,7.604266258,8.181835142,8.181835142,7.537611701,8.610767086,8.069186408,7.454203759,7.455634793,7.209453366,8.692485582,8.253288609,7.911598811,8.309614239,8.399016692,7.576518481,8.885192528,7.564982886,7.628630154,7.271928338,8.426076694,8.509620506,8.302083892,8.102137425,8.417617762,8.072561395,7.823467916,8.214622295,7.875612627,8.074582605,8.628439072,8.067530644,7.990432488,7.922980442,7.921474339,7.113370818,7.644650617,8.50337182,8.291651233,7.878195318,7.37960615,6.808343527,7.394490355,8.049861721,7.731869723,8.163556352,7.401310335,8.348239131,8.15793853,8.033139657,7.859085863,6.987597767,6.906642369,6.178197382,7.202559909,7.684273544,7.485682611,7.529053914,6.695194608,8.08867114,7.932570059,7.130836236,7.398829182
Hsa.1668,8.894609009,8.261975841,9.212556396,8.913698706,7.374852985,7.761786051,8.338533683,7.490827591,9.016974038,7.293339629,6.508293181,7.698513124,8.253288609,8.27537509,8.589953721,8.488282018,7.980980713,8.212145685,8.295805217,7.487465343,8.61302124,8.481221978,8.264374493,7.907785216,8.120981968,8.402620827,8.129558067,8.249138691,8.261975841,7.982779261,7.807533586,6.498860785,7.32544909,8.637686548,8.61302124,7.966365899,7.884410825,7.635569517,8.885192528,8.078190414,9.319071146,8.386062732,7.671911958,7.951655095,8.415351282,7.500794345,8.388632574,8.279415128,8.27537509,8.346159825,8.516848222,8.342436748,8.697880066,8.623155802,8.820228383,8.014949142,8.483653273,8.61302124,9.183872256,8.61302124,8.820228383,8.264374493
Hsa.347,9.430693992,9.159796889,7.775353274,8.453475097,8.067530644,8.137725788,8.344436233,8.93661467,7.977196817,7.156161386,9.638818332,9.034035244,7.857143259,8.76376601,8.777655147,8.309614239,7.988362179,8.129558067,8.610767086,8.229084711,9.150367227,8.255470276,9.020672187,7.906099223,8.61302124,9.483099647,8.527957446,8.348239131,8.810410451,8.040541617,7.569140207,8.481221978,9.050223004,7.419894954,8.501070539,8.913698706,7.971104987,8.938852044,8.703048998,8.989418307,8.406811902,9.102038766,9.499967692,8.974534401,9.331376048,9.667253212,8.815382779,8.455946276,9.731546231,9.564874743,9.056960172,8.799408017,7.857143259,7.950075146,8.908122856,8.692485582,7.977196817,9.564874743,9.276508672,9.362195894,9.529459522,9.209238738
Hsa.285,11.82799396,11.02115226,11.38387506,11.42976375,9.864054562,9.846233717,11.14978768,9.782453219,9.957108362,9.338937257,11.74489384,11.10387059,10.65383856,10.84792936,10.92983537,11.41062428,11.56843571,10.20112258,10.59684229,9.925144507,11.77686565,10.49414491,10.7567274,9.815137153,11.00494963,11.86162025,11.49923365,10.98638845,11.59457594,11.42976375,10.87455307,11.21353984,11.26296974,10.50361691,11.1207522,9.98284411,10.7461311,10.71246057,7.994636291,9.653523236,9.147197127,7.495963312,9.852448713,11.89052177,10.60864622,11.56843571,10.2351949,8.281709466,9.470919584,8.614979909,7.968048004,10.04899326,6.445231164,7.800240279,8.925642011,5.855688354,7.579600616,10.26541277,8.408629008,10.33248201,7.345847313,6.118378483
Hsa.2646,7.358651201,9.446733478,9.815137153,8.417617762,8.603626345,9.346173054,6.806003841,7.893154714,7.329760177,10.80830408,8.580733906,9.534353719,9.545760415,9.068010231,7.1962047,8.184219496,9.22231347,10.02314668,6.846103016,9.150367227,6.196369712,8.687494777,6.830121582,9.303721101,7.360539862,7.412295301,8.597371375,7.433283902,9.137012191,8.067530644,9.232607379,9.858818496,8.371641764,8.457860749,7.430603625,7.871238544,8.486009091,7.591905945,9.64573948,8.931584891,8.344436233,9.819591448,9.996889155,9.529459522,10.36667861,8.354852941,8.044630318,10.86317875,10.71246057,10.11500294,6.584167248,6.203106409,6.457582113,8.63988623,9.702972223,9.596726593,9.569216174,6.904938535,6.929779546,10.08023944,8.238864658,9.638818332
Hsa.3076,7.658790794,8.171852316,7.541837294,7.835299637,6.749426135,7.62330923,8.322193486,8.133821689,8.226741577,8.129558067,7.664153629,8.322193486,7.71630504,8.086803965,7.241374292,7.646429802,8.067530644,9.38537676,7.505072637,7.932570059,8.129558067,8.470475857,6.828521438,8.587660787,6.783391171,7.37960615,7.953225805,6.984247547,7.584771001,8.05393026,7.861367111,8.422010493,7.682179079,6.858492427,8.102137425,7.614484257,7.714499241,7.314961058,7.32544909,7.145241912,7.261162257,7.735854058,8.09822315,7.956244054,7.739353807,7.35237667,7.392836733,8.131894291,7.780932342,7.211502122,7.621433929,7.614484257,7.356566981,6.515336131,7.624670483,7.218696811,7.247710113,7.396937556,6.646401928,7.873887599,7.183569754,7.751258969
Hsa.36938,9.197576985,8.807309733,8.68229577,8.273356461,8.541164704,8.772963679,9.542700835,9.126627878,8.799408017,8.714387342,10.06630906,11.42976375,9.225100126,8.096291783,8.206331436,7.770701187,8.897418058,9.140171321,8.910869966,8.903231228,8.882320596,8.919813887,7.996360498,7.902840911,8.527957446,9.216101605,8.751138544,8.637686548,8.734691048,8.906324265,8.603626345,9.191171874,8.783318291,8.928775281,8.625348272,8.174119487,9.137012191,7.886301346,7.807533586,9.137012191,8.667398873,9.560880714,8.739153972,8.908122856,8.967930906,9.653523236,8.592446789,9.001456775,9.38537676,8.295805217,7.998354761,8.728951837,8.399016692,8.518882182,9.435092866,7.758111432,7.331506439,9.713562791,8.599441382,9.150367227,9.030807724,8.66483491
Hsa1.16742,7.964538375,7.768923842,8.7004207,9.034035244,7.358651201,8.294176786,7.971104987,8.127393645,7.624670483,7.827293527,6.510701647,8.027254131,7.227328688,8.249138691,8.100541113,8.436317287,7.038819892,7.687655621,7.875612627,7.200876462,7.953225805,8.417617762,7.282592255,7.896654671,8.222401511,7.391196461,7.523967847,8.09822315,7.798519881,7.536045378,7.751258969,6.476420887,6.523921068,7.664153629,7.056753074,6.424724372,8.163556352,6.328356432,7.900776259,7.741010227,7.770701187,7.953225805,7.728156421,6.286893068,7.896654671,7.030028091,7.036898545,6.989973998,7.070195404,7.832178493,7.362223827,7.506774011,7.495963312,8.561881028,7.141592982,7.209453366,7.921474339,7.761786051,7.804297593,7.934195924,7.322188396,7.429027364
Hsa.28193,7.576518481,7.181798281,7.429027364,6.937576003,6.7515419,6.910461884,7.798519881,7.046671652,7.284648754,7.007448721,8.317592775,7.770701187,6.884487636,7.249445341,6.128727772,7.00892555,8.4450282,8.017000538,8.001657892,6.658501744,7.500794345,7.784463877,7.401310335,7.896654671,7.284648754,7.766771466,7.084647251,6.766270279,7.641067,7.447221902,7.470296753,7.768923842,7.018070924,7.00212176,7.577962339,7.318493245,7.120548937,7.354772624,7.07403094,7.270464137,6.937576003,7.15049744,7.523967847,7.445335305,7.224516775,7.2303335,7.1962047,6.926194592,7.410585387,6.972107098,6.681456067,7.163795736,6.929779546,6.72201423,7.356566981,6.849977071,7.45804008,8.011327364,7.517520813,7.053277786,7.792006219,7.100791183
Hsa.43684,7.481894458,6.532472817,7.20444651,6.945026534,7.185398207,8.155929707,6.808343527,7.728156421,7.405738516,7.463803841,7.100791183,6.71805664,7.45804008,7.607333894,7.751258969,8.107368118,7.502880555,8.15793853,7.879848031,8.277515387,7.056753074,6.860656485,8.159747663,8.080021469,7.900776259,6.709657507,6.495687427,6.648349463,6.862325401,6.621182208,6.650349969,7.173915652,6.961040732,7.363633166,6.918072635,7.576518481,6.927928942,7.499364994,7.800240279,7.15842564,6.67539482,7.527287813,7.209453366,7.288101017,6.97612708,7.391196461,7.418067502,6.924176528,7.048583551,7.070195404,7.792006219,8.044630318,7.363633166,7.827293527,7.241374292,7.396937556,7.798519881,6.68558528,7.329760177,6.403465652,6.956096009,7.347344182
Hsa.1175,9.046989305,8.65617283,8.614979909,8.888170731,8.440507528,8.16181862,7.335060369,7.128922298,8.279415128,7.733823368,6.929779546,8.08867114,7.694567955,7.705508651,8.208751186,7.893154714,8.511599642,8.179487774,8.801722438,7.510149052,8.514452549,8.649342529,7.951655095,7.895054347,8.483653273,8.714387342,8.534379451,8.958624275,8.442474691,8.396783605,8.64400336,6.959227951,7.582909223,9.116165762,8.155929707,7.956244054,8.012906536,7.684273544,9.505177031,9.216101605,9.505177031,8.958624275,8.319854913,7.828891962,8.906324265,8.113457362,8.461959936,8.919813887,9.42624852,8.103694752,8.563906633,8.980073685,8.96529834,9.39683711,8.777655147,8.894609009,8.169948432,9.193869887,8.466520557,9.123467706,9.037473447,9.056960172
Hsa.3517,6.725936813,8.115266044,7.88249613,8.05393026,8.680084407,7.635569517,8.166231127,7.637274611,8.076362206,8.078190414,9.713562791,9.008060785,6.840140352,7.113370818,6.606836205,7.286325236,9.123467706,8.748528862,9.235916558,8.009989304,7.018070924,6.665890605,7.906099223,7.889937637,7.371224398,8.148914429,7.666889422,8.525942562,8.354852941,8.027254131,7.749495341,8.760952219,8.35955546,8.081939517,8.507626503,8.152674928,9.056960172,7.646429802,7.632043011,8.692485582,8.294176786,7.430603625,8.775685675,8.984044448,8.086803965,8.885192528,8.033139657,8.006051844,8.21678653,7.722474839,7.758111432,7.673434465,8.052213929,6.69363983,8.118895873,7.828891962,7.691173914,8.148914429,7.998354761,8.078190414,7.968048004,7.922980442
Hsa.2156,8.302083892,9.228806668,6.61953134,7.718757127,9.342584781,8.938852044,8.714387342,8.092271217,8.062939192,9.691163781,9.64573948,8.739153972,9.534353719,9.649613721,8.4450282,9.315666727,8.090538462,8.872171928,8.505387716,9.94446766,9.273431289,9.228806668,9.281633944,9.82501082,9.232607379,9.727550513,9.52516557,8.794176865,9.59270056,9.94446766,8.046321361,9.479565806,9.016974038,8.868680692,9.098522438,8.662659763,8.941594792,9.459195271,9.126627878,6.843773174,8.186176556,9.147197127,7.45804008,8.461959936,9.216101605,7.44163367,9.470919584,9.446733478,9.353828732,8.882320596,8.658194203,7.749495341,8.115266044,7.630393963,8.672734425,9.119551134,7.156161386,8.086803965,9.191171874,9.311458656,8.833901567,8.309614239
Hsa.301,8.146926652,7.437746704,8.382241907,7.591905945,7.591905945,7.818047117,8.048079,8.078190414,7.641067,7.430603625,8.105602724,7.35237667,7.906099223,7.764841635,7.847851466,7.365230261,7.971104987,8.078190414,8.080021469,7.835299637,7.816226012,7.934195924,7.213279856,7.884410825,7.602241488,7.425496123,6.932043259,7.356566981,7.639473753,7.541837294,7.469035179,7.523967847,6.950291551,7.553535161,7.759864565,6.566248038,7.490827591,6.480940003,7.035114805,7.761786051,7.127277141,8.113457362,8.086803965,7.782576606,7.624670483,7.780932342,7.621433929,7.099149255,8.352395182,7.906099223,8.141775895,7.678533127,7.644650617,7.924784733,8.092271217,7.990432488,7.782576606,7.969530424,7.522585328,8.006051844,7.909462465,7.8632151
Hsa.3159,8.775685675,8.453475097,9.037473447,7.680088378,7.971104987,6.824728852,8.974534401,8.20031725,8.53661133,8.168207062,9.658603091,8.249138691,8.302083892,7.639473753,7.730050435,6.681456067,8.47911397,8.438301572,8.238864658,8.295805217,8.486009091,8.438301572,7.875612627,7.992714532,7.407042936,8.587660787,7.534315435,7.807533586,7.930841283,8.154216248,7.318493245,8.415351282,8.031160912,8.344436233,7.609577925,7.454203759,8.635363553,7.818047117,7.04311727,8.839023923,7.932570059,8.797005654,7.855598944,8.331489102,7.289705086,8.428452031,7.635569517,7.648168516,8.601228036,7.960428939,8.388632574,8.145328209,8.179487774,7.194358124,9.016974038,8.062939192,8.150741456,9.708527967,8.271060089,8.249138691,8.319854913,7.891467206
Hsa.1258,8.599441382,8.426076694,9.331376048,9.163272287,8.234382491,8.210043624,8.468583974,11.54484053,8.910869966,7.777172578,6.872203213,8.980073685,8.072561395,7.902840911,8.287739186,8.903231228,7.846027168,8.074582605,8.388632574,7.459756823,8.426076694,8.413309221,7.924784733,7.879848031,8.392644264,8.05745988,8.055427642,8.344436233,8.388632574,7.775353274,8.413309221,6.918072635,7.291418785,8.074582605,7.884410825,7.329760177,9.034035244,7.567141574,8.083844727,7.919272795,8.402620827,7.713000629,7.040745753,7.256560253,7.804297593,7.213279856,7.058274594,7.443083907,7.345847313,7.455634793,7.658790794,7.731869723,8.145328209,7.992714532,7.401310335,6.994760364,9.102038766,8.080021469,7.939724225,7.494425934,7.627016043,7.244663063
Hsa.3820,8.483653273,9.28589437,8.206331436,8.59521717,7.55743529,8.129558067,9.269855121,8.772963679,8.224342502,7.362223827,8.03877919,9.020672187,7.78982389,8.206331436,7.711181803,8.7221316,9.508925058,9.159796889,8.11160687,8.139559604,8.925642011,8.440507528,7.141592982,7.873887599,8.903231228,8.984044448,9.42624852,7.664153629,8.534379451,9.662399053,7.904332587,8.903231228,9.67635978,7.494425934,8.525942562,8.47911397,7.65368069,8.614979909,7.078784385,9.393018447,7.69304736,8.388632574,9.037473447,9.377950409,8.76376601,9.446733478,8.780664641,8.284091235,9.258111214,8.742350731,9.170871621,8.726265411,8.919813887,7.327599001,8.049861721,7.69304736,7.591905945,7.532564564,8.455946276,8.697880066,9.243884942,8.866110817
Hsa.7265,6.358856764,5.984137271,6.972107098,6.503907787,7.436426776,8.074582605,6.471512648,7.130836236,7.071983016,7.374852985,7.012213608,6.695194608,7.495963312,7.156161386,7.447221902,7.837302381,7.795329577,7.545667012,7.066597899,7.834080542,6.594009095,6.523921068,7.793801511,7.869538125,7.825552793,7.06835703,6.617203199,6.83820154,6.457582113,6.609240709,7.302345587,7.735854058,7.510149052,7.1962047,7.190874482,7.670083968,6.939871117,7.730050435,7.437746704,6.732558067,6.83820154,7.986398089,6.957545822,6.888949418,6.952305381,7.78982389,7.403528873,6.849977071,6.627089023,7.650019834,7.160186983,7.726321453,7.367201948,7.280936863,7.591905945,7.536045378,8.123058374,7.156161386,7.063920393,6.491170369,7.10297639,7.284648754
Hsa.1486,8.507626503,8.423900717,8.758763734,9.422458187,8.046321361,7.832178493,7.832178493,8.514452549,8.143758436,7.921474339,6.799933327,8.257831868,8.468583974,8.442474691,8.432314241,8.496377685,7.55743529,7.691173914,8.348239131,7.480159562,8.468583974,8.775685675,7.308471152,7.867389352,8.32742588,8.304468353,8.362090172,8.76376601,8.623155802,8.198263629,8.812858399,6.801744859,7.318493245,8.415351282,8.426076694,7.779029848,8.210043624,7.718757127,8.754036199,8.399016692,8.687494777,8.284091235,7.698513124,7.148965257,8.466520557,7.581358537,7.350531466,8.249138691,7.982779261,7.896654671,7.707433725,8.046321361,8.599441382,8.527957446,7.850177762,8.09822315,8.695484259,8.364022365,8.231172396,8.580733906,8.025278903,8.001657892
Hsa.37058,9.020672187,8.956027134,8.551822356,8.514452549,8.09822315,8.538998044,9.167622496,8.632833417,8.931584891,8.428452031,8.61302124,8.357051061,7.924784733,8.188134954,7.825552793,8.527957446,8.232627492,8.196096796,8.344436233,8.783318291,9.203406816,8.415351282,7.202559909,7.865337165,7.913684714,7.984850243,7.886301346,7.954598775,8.32742588,8.525942562,7.713000629,8.072561395,8.601228036,7.604266258,8.168207062,7.569140207,8.658194203,7.374852985,7.371224398,7.602241488,7.405738516,7.714499241,8.289598749,8.181835142,7.71630504,7.520791012,7.194358124,7.308471152,8.174119487,8.306963505,8.212145685,8.159747663,7.88249613,7.139820327,7.861367111,7.741010227,7.41592028,8.253288609,8.597371375,7.630393963,7.906099223,7.819681573
Hsa.2830,8.956027134,9.969444316,9.787344673,9.288671499,7.630393963,8.47911397,8.815382779,7.553535161,6.668173581,8.625348272,9.393018447,10.24968733,8.637686548,8.338533683,7.770701187,6.670592293,9.919152872,9.727550513,8.451132659,7.682179079,8.525942562,8.868680692,7.347344182,9.147197127,8.145328209,8.660469829,8.599441382,8.222401511,9.322722304,8.206331436,9.634275318,10.00889506,8.906324265,8.847645401,8.85334578,8.117040613,7.896654671,8.348239131,7.982779261,9.415618773,9.377950409,10.06630906,9.008060785,9.691163781,10.16425877,8.181835142,8.210043624,8.96529834,10.64331159,9.963314232,7.222673391,8.518882182,7.969530424,8.231172396,9.59270056,7.953225805,8.410565556,8.08867114,6.241037465,9.963314232,7.418067502,9.38537676
Hsa.2966,9.52516557,9.342584781,7.809264024,8.346159825,8.426076694,7.581358537,9.062217654,7.982779261,8.791073065,7.635569517,9.564874743,8.772963679,7.973324269,7.811117763,8.143758436,7.350531466,8.449255833,8.440507528,9.147197127,7.365230261,9.787344673,8.934154538,7.480159562,7.861367111,8.760952219,9.338937257,9.243884942,9.113164099,8.984044448,9.42624852,8.346159825,9.44291374,9.281633944,8.980073685,9.439292357,8.734691048,7.439715622,8.863077682,7.600933211,9.846233717,8.772963679,8.788755689,9.415618773,9.735765091,9.315666727,9.682219299,9.225100126,8.413309221,9.475300008,9.258111214,9.322722304,9.542700835,9.466316619,7.391196461,8.714387342,8.559191418,8.229084711,9.513043362,9.564874743,9.382295256,10.1364287,9.293308477
Hsa.10068,8.925642011,8.847645401,9.52516557,9.140171321,7.41592028,7.51606981,6.300988681,7.650019834,7.906099223,8.05393026,6.654358849,7.996360498,8.009989304,8.494642065,9.315666727,8.300060973,7.567141574,7.350531466,7.694567955,6.61953134,8.304468353,8.794176865,7.628630154,7.853623468,8.17761886,7.973324269,7.855598944,8.027254131,7.846027168,7.755003844,8.322193486,6.588762987,7.539514062,8.103694752,7.761786051,7.641067,8.131894291,7.063920393,8.751138544,8.350349668,8.145328209,8.523638464,8.218927218,7.569140207,8.240969783,7.256560253,8.261975841,7.835299637,8.934154538,8.507626503,8.163556352,8.396783605,8.333800973,8.742350731,7.322188396,7.698513124,8.226741577,7.700007829,8.608602999,8.651843902,8.543651785,8.261975841
