ID	CPG_ISLAND_LOCATIONS
cg07128330	12 2791939 2792756
cg07129274	6 27939735 27940871
cg07132517	11 831443 833542
cg07133445	16 516673 518538
cg07136421	1 145866267 145866616
cg07137581	X 63341719 63343009
cg07138512	1 21868044 21869076
cg07141002	22 36530546 36531834
cg07143898	10 98934928 98936299
cg07147350	X 146800548 146802079
cg07148914	20 32923970 32924962
cg07149772	8 25370849 25373038
cg07154408	4 120767554 120769938
cg07155664	5 149808793 149810019
cg07156669	17 25729327 25731039
cg07159490	12 55896133 55897611
cg07160163	9 92603527 92604494
cg07165793	17 33043009 33043999
cg07168556	17 46266978 46267743
cg07172256	5 65256428 65258321
cg07172280	9 139127988 139129382
cg07175007	1 160733672 160733903
cg07175883	2 176664597 176666676
cg07177300	X 12065825 12067363
cg07177755	13 102295698 102296985
cg07177852	18 50777043 50777938
cg07179770	16 83239032 83240419
cg07180649	1 22341271 22342913
cg07181349	4 55217976 55220295
cg07181881	2 170298157 170299607
cg07184439	14 49156559 49158428
cg07185695	1 219026119 219026425
cg07186707	19 44307938 44308981
cg07190485	9 123171733 123173317
cg07190917	16 30951632 30953114
cg07191600	6 42527192 42529993
cg07192857	6 31902906 31905595
cg07193504	1 224031442 224032456
cg07195282	19 12304954 12305679
cg07195577	17 24076897 24078478
cg07195622	16 2741471 2743551
cg07197059	14 22905387 22905899
cg07197823	2 120818210 120821567
cg07200280	3 16529156 16530542
cg07200897	3 123994922 123995856
cg07204803	3 95180564 95180961
cg07207789	16 83410061 83411399
cg07207937	4 79002736 79003469
cg07209631	4 89423400 89425265
cg07212894	3 50217473 50218698
cg07214572	1 196146152 196148467
cg07215749	12 92487620 92490276
cg07218192	14 66776969 66778552
cg07218880	13 114064177 114064450
cg07220442	12 67366710 67367556
cg07220939	11 64115128 64115334
cg07223164	4 109790763 109791662
cg07230446	2 233269816 233270802
cg07231132	17 45705094 45705964
cg07233761	5 54316863 54317280
cg07236358	12 119503021 119503936
cg07236381	5 132326550 132328103
cg07236943	7 94122326 94124641
cg07237939	6 160688754 160690468
cg07238167	X 23982243 23983393
cg07239938	19 803684 804740
cg07240721	6 126319375 126320286
cg07241568	9 135139643 135141715
cg07242375	X 48929488 48930183
cg07242565	19 17216099 17218518
cg07243519	13 37821471 37822568
cg07243932	15 43601487 43602786
cg07246225	2 144994033 144994606
cg07248043	3 126796501 126797854
cg07248310	1 60052486 60054017
cg07248407	19 10689460 10690393
cg07249409	1 53458337 53459166
cg07251788	22 17658281 17660249
cg07251857	15 83161197 83161950
cg07260592	6 161020066 161020613
cg07263984	5 115204845 115206341
cg07265300	2 24199297 24200434
cg07265622	17 6495438 6496453
cg07267296	8 28803923 28805189
cg07270175	10 96112298 96113051
cg07271264	11 17696873 17700534
cg07271268	12 368209 369263
cg07273415	11 60885448 60887252
cg07274506	1 6536183 6537504
cg07276902	2 70373810 70374973
cg07278207	11 31347513 31348297
cg07278624	12 105219741 105221331
cg07281640	9 110735427 110736976
cg07281688	12 55367288 55369071
cg07284407	20 56862299 56864797
cg07284558	10 133970400 133972595
cg07285276	9 133602777 133603147
cg07285838	4 129104666 129106616
cg07288394	19 34897374 34898441
cg07288587	15 62434648 62435668
cg07289581	12 27754796 27755771
cg07290273	2 62586077 62587164
cg07291563	19 53640741 53641505
cg07293947	5 174837680 174838772
cg07294541	6 35373425 35373707
cg07294734	19 1192361 1194023
cg07294870	20 43477888 43478597
cg07295034	16 18844487 18846701
cg07295092	9 129604563 129605436
cg07295678	10 133848709 133851502
cg07297906	X 132946499 132947763
cg07299462	1 43627666 43628584
cg07301004	12 109371403 109373041
cg07301822	4 119976265 119977384
cg07306197	19 9406771 9407430
cg07307078	18 12297135 12299229
cg07308943	2 28946077 28947893
cg07309102	9 109289500 109293102
cg07309361	3 51976155 51977298
cg07309374	3 124268259 124269481
cg07310661	2 225157073 225158923
cg07310951	19 62041489 62042391
cg07311845	X 154495152 154496060
cg07312445	4 40445935 40447738
cg07313155	17 35472112 35473428
cg07314337	2 153281576 153283965
cg07314414	2 128500787 128502874
cg07314549	16 20724922 20726367
cg07314984	X 18911769 18913306
cg07315298	9 69669994 69670602
cg07315445	12 54838213 54838532
cg07318658	17 53949987 53951320
cg07321605	17 41804519 41804827
cg07322981	2 86703423 86704800
cg07326074	16 2449620 2450620
cg07327328	20 33505764 33506139
cg07327468	6 133603260 133605886
cg07328495	9 105895674 105896855
cg07328579	12 102967702 102968295
cg07330718	11 118432492 118433746
cg07331725	18 59308015 59308744
cg07331806	22 19649062 19649970
cg07334912	20 18516277 18517534
cg07336230	6 39800547 39801762
cg07339327	11 69170075 69170635
cg07341907	9 35151710 35152538
cg07342016	X 129132596 129134255
cg07342545	2 28466432 28470429
cg07346310	6 17388552 17390790
cg07347137	1 52790448 52792279
cg07347725	9 123961193 123962166
cg07348311	2 162882980 162883572
cg07349094	2 100125280 100125484
cg07351267	19 38376685 38378061
cg07352586	6 111686811 111688306
cg07352600	16 65700630 65701821
cg07355551	20 2436998 2438435
cg07356189	X 153176146 153176720
cg07356753	3 81892758 81893792
cg07356771	3 53854601 53856178
cg07357256	20 2974175 2976117
cg07359545	22 18090378 18092219
cg07360076	4 1764134 1767193
cg07360692	4 106286320 106287681
cg07363637	6 31954897 31955162
cg07364638	15 88609526 88610597
cg07371290	17 39555745 39557095
cg07371530	16 779478 779751
cg07374145	19 17972424 17973601
cg07374632	X 48578148 48579140
cg07376535	18 894388 895760
cg07378350	20 33490595 33490837
cg07380496	5 71438552 71439588
cg07380959	7 93357211 93358411
cg07383972	7 134892943 134893927
cg07384961	16 3007867 3009478
cg07387199	17 59931838 59934159
cg07387450	1 93417851 93419398
cg07393322	22 41445703 41447374
cg07395788	6 107886762 107888251
cg07398350	16 56591389 56593428
cg07401901	14 58724244 58726156
cg07403255	2 113750661 113752664
cg07403350	13 107664929 107665948
cg07404418	7 101891656 101893051
cg07408740	7 44611775 44612173
cg07410075	10 61335658 61336936
cg07411229	1 215870740 215871493
cg07412254	2 120939973 120940445
cg07413497	6 71333068 71333887
cg07414384	14 34412343 34414449
cg07421682	15 99846201 99848441
cg07422345	19 38483799 38487248
cg07423906	17 76826155 76828444
cg07424155	7 116289508 116290562
cg07426960	11 69177944 69178494
cg07427065	7 129917351 129920395
cg07428089	2 175754068 175754913
cg07428182	X 153339050 153340379
cg07430605	5 137541838 137543037
cg07432969	2 241218177 241218615
cg07433453	7 1063297 1063695
cg07434382	16 68541746 68541976
cg07435592	3 100102347 100103706
cg07437033	1 16174368 16175411
cg07440387	20 41519130 41520864
cg07440414	5 133477085 133479284
cg07441272	3 188339213 188340495
cg07442479	5 37874803 37876645
cg07443954	19 53841282 53841594
cg07444907	5 158622452 158623227
cg07447773	1 19487310 19488308
cg07447922	1 38002292 38003550
cg07448460	8 64113487 64114789
cg07448499	15 77024071 77024782
cg07448856	1 245308044 245308919
cg07452799	10 35142690 35145597
cg07453618	1 3530320 3532352
cg07453748	10 131244704 131245359
cg07454215	3 53356053 53358000
cg07455279	19 59296606 59298627
cg07455975	2 174821058 174822138
cg07456645	19 4720131 4720332
cg07457944	18 66106513 66108201
cg07459264	1 16639480 16640465
cg07460665	17 44262933 44264111
cg07461318	12 94707724 94709459
cg07461582	7 104959611 104960189
cg07465480	6 18263017 18264402
cg07465864	5 112877007 112878058
cg07466531	15 38117764 38119527
cg07469792	12 26002295 26004030
cg07471052	17 71507681 71507936
cg07473175	12 45760419 45760663
cg07473550	X 106905712 106906660
cg07474356	X 90920490 90922107
cg07475247	7 102724871 102725631
cg07475743	4 4278484 4280936
cg07477160	8 134377416 134379472
cg07478100	17 5329809 5331141
cg07479491	6 7671003 7674181
cg07480567	17 13444405 13446633
cg07482936	17 56842776 56845328
cg07483064	1 8859189 8862184
cg07484450	11 60139614 60139953
cg07485588	9 69669012 69669225
cg07485777	4 166171996 166173789
cg07487535	11 70836501 70837807
cg07489003	X 37429528 37430511
cg07489134	10 96294984 96296326
cg07490776	8 42128777 42130452
cg07494047	19 62554098 62555167
cg07494518	21 43670115 43672751
cg07496861	2 208197158 208200384
cg07498421	12 92595158 92595852
cg07498879	22 28992912 28993121
cg07499072	5 52811100 52812543
cg07499372	19 62321956 62323350
cg07499806	19 61431254 61431722
cg07501965	15 28471684 28473728
cg07503829	11 225838 227476
cg07504780	6 32928757 32930456
cg07505695	15 63068791 63069588
cg07506795	16 70080524 70081125
cg07507271	4 1231266 1234155
cg07509155	1 24385968 24387340
cg07510052	5 175747570 175749188
cg07510080	10 102285394 102286097
cg07515662	12 54721687 54722811
cg07516225	8 33490689 33492590
cg07518362	1 120412706 120414183
cg07519011	13 74952785 74954935
cg07520158	7 32501195 32502174
cg07520161	12 87059490 87060872
cg07525445	15 61121148 61123289
cg07526021	5 79985571 79986803
cg07526069	10 101180182 101181322
cg07531356	9 5175191 5175954
cg07533148	1 246086350 246088254
cg07533529	11 62135868 62137192
cg07534467	8 146146450 146147273
cg07535475	9 101023418 101024946
cg07535879	6 153365036 153366139
cg07536847	1 18829151 18831168
cg07536920	9 76301455 76302230
cg07537523	12 24992560 24993639
cg07540118	5 156933957 156935859
cg07545232	X 151688663 151689075
cg07546360	22 44860477 44860760
cg07549630	12 95824814 95825997
cg07550267	1 45013416 45014561
cg07550278	10 95451797 95452738
cg07550362	7 97198913 97199722
cg07551659	15 55454854 55456949
cg07554030	17 37941418 37942482
cg07557424	9 34601831 34603046
cg07558455	1 62556581 62557855
cg07559730	19 58187792 58189007
cg07560096	11 86060219 86061405
cg07561400	7 138443489 138445521
cg07561588	8 125555536 125557227
cg07567107	17 55510460 55511664
cg07569069	19 11346109 11346966
cg07569756	17 45829193 45830221
cg07570142	6 132763397 132765057
cg07570421	10 16518623 16519604
cg07571117	2 33677642 33678516
cg07572341	20 22510200 22514296
cg07576541	1 151897348 151898293
cg07577263	7 134892943 134893927
cg07579404	6 150388360 150389123
cg07581365	17 75384855 75388071
cg07581973	X 23595198 23596007
cg07584959	19 843594 844395
cg07588113	7 89712072 89712952
cg07588664	12 41005758 41006582
cg07589355	12 55201837 55202173
cg07590705	7 132416994 132417769
cg07594478	15 70553171 70554858
cg07595113	8 67687078 67688872
cg07595943	16 82781939 82782678
cg07596401	10 126139604 126141042
cg07596494	2 26058316 26059678
cg07597871	1 111963566 111964518
cg07601320	12 45505775 45506259
cg07602026	14 23674772 23675674
cg07602200	12 120055197 120055400
cg07607462	15 41185364 41185809
cg07607921	17 3992394 3994372
cg07611177	5 110102053 110103257
cg07611334	20 275216 275944
cg07613278	11 43289837 43291253
cg07617560	16 4414857 4416567
cg07619076	7 55400499 55401961
cg07621042	X 114330002 114333488
cg07621046	10 118419465 118419880
cg07623294	9 23816159 23816653
cg07625840	4 119492600 119493996
cg07628086	17 30938186 30938966
cg07629017	8 54014105 54017126
cg07633499	22 17847071 17847975
cg07634191	8 27906021 27906359
cg07634204	1 149428687 149429905
cg07638871	5 56282110 56284283
cg07638935	10 102810283 102811953
cg07638938	10 131238346 131238929
cg07639720	15 81742719 81745331
cg07639959	1 240077627 240078559
cg07640473	3 50166863 50168457
cg07640820	7 140897183 140898129
cg07641524	12 63958160 63959663
cg07642638	20 5839753 5840548
cg07644368	5 115179127 115180765
cg07651242	7 45579547 45582131
cg07651857	4 2439496 2441619
cg07652213	2 47862653 47866101
cg07652553	1 31541733 31542665
cg07654843	22 24468015 24468522
cg07654896	X 46822380 46823326
cg07654934	3 159872918 159873170
cg07655627	5 102925929 102926724
cg07656304	12 74763826 74765503
cg07656362	1 32460114 32461366
cg07656391	2 32117803 32118685
cg07657236	3 19164545 19165308
cg07658718	17 27837110 27839729
cg07660236	6 28474985 28475928
cg07663789	5 32745529 32747303
cg07664027	19 54681879 54683438
cg07664183	9 19092346 19094467
cg07665060	19 43486241 43486509
cg07666065	7 94901871 94902547
cg07667595	19 48790635 48792835
cg07668036	1 149493156 149494270
cg07671603	7 156125107 156126827
cg07671949	6 152170010 152172178
cg07671976	1 1131403 1132105
cg07672479	14 101500203 101501704
cg07673945	21 33836067 33837901
cg07674153	14 80490886 80491465
cg07675169	20 61355043 61356850
cg07678643	1 35097656 35098246
cg07681084	7 156377632 156379356
cg07684150	1 166171247 166173549
cg07684353	15 57450985 57452715
cg07684796	10 53743643 53745140
cg07685221	19 10672852 10674051
cg07685869	16 56393323 56394599
cg07686479	1 163589639 163593093
cg07688613	1 151966208 151967309
cg07688933	19 52242855 52244484
cg07689821	6 33398188 33399576
cg07690018	16 88168492 88170928
cg07693270	3 188339213 188340495
cg07694025	4 154928849 154930376
cg07695590	2 37311778 37313013
cg07696033	11 44282161 44283221
cg07697078	5 139662459 139663122
cg07697569	11 118469888 118471836
cg07699362	5 150380065 150380874
cg07699440	15 78231988 78232886
cg07703401	16 169874 171815
cg07704144	20 1194593 1195620
cg07706067	17 20970578 20971574
cg07706362	19 23370075 23370290
cg07707227	5 54504368 54505342
cg07707498	16 45421845 45423164
cg07708788	3 135230607 135231981
cg07710481	13 87123302 87124262
cg07714374	18 51405657 51406784
cg07714534	11 82289163 82290687
cg07715201	5 37874803 37876645
cg07715387	2 65068903 65071318
cg07715894	16 11346537 11347380
cg07717632	9 139292413 139294378
cg07719737	20 35350874 35351842
cg07730329	5 140790267 140791477
cg07731916	4 185630685 185633586
cg07733031	5 65052927 65054398
cg07736705	7 71987561 71988815
cg07737781	7 72675393 72677000
cg07739803	1 101132799 101134897
cg07740640	7 97679493 97680061
cg07740989	6 74286535 74288371
cg07744166	13 26029466 26030844
cg07745434	3 127725561 127726214
cg07746918	22 40558269 40560175
cg07747299	21 46428476 46428709
cg07747970	17 32365846 32370498
cg07748017	12 7233171 7233963
cg07748540	11 103539718 103540442
cg07749808	16 19086357 19088068
cg07750111	6 26163576 26164945
cg07752420	9 21958106 21958899
cg07753583	7 149650764 149651993
cg07755653	6 144512252 144513812
cg07757386	14 101840697 101841915
cg07758574	3 49289332 49289979
cg07758904	9 114692124 114693426
cg07761912	1 178113404 178113899
cg07763768	9 124917729 124917931
cg07764959	11 57038651 57040203
cg07766315	15 90999284 91000346
cg07766612	1 26244727 26245945
cg07770222	8 144191452 144191727
cg07772309	9 139472574 139473931
cg07773116	10 48058333 48059403
cg07773642	16 72887840 72889296
cg07774025	1 161026796 161027514
cg07774222	14 70137008 70137575
cg07775501	19 55705990 55706811
cg07775675	17 71890341 71894188
cg07777378	17 39777327 39778372
cg07778029	7 27170287 27173690
cg07778080	18 19420007 19421204
cg07780118	X 66682601 66683385
cg07782113	6 12118938 12121548
cg07785936	2 132889810 132891152
cg07786760	4 155630030 155632184
cg07788138	7 111632459 111634550
cg07789083	17 69938312 69940606
cg07789552	1 36623227 36624594
cg07789904	1 11662733 11664470
cg07791997	11 73559258 73560445
cg07799434	19 12705852 12707365
cg07799947	2 100801289 100804019
cg07800320	3 127381237 127382730
cg07804122	9 112057127 112059311
cg07806164	3 23218874 23220604
cg07807709	1 148126481 148126922
cg07807817	14 73485787 73487228
cg07808960	3 49952024 49953313
cg07811498	22 40805165 40806160
cg07811750	17 4831032 4832176
cg07815386	2 101290573 101292175
cg07816439	5 159729799 159730450
cg07816442	19 50600158 50602163
cg07817698	16 70599767 70601480
cg07817783	5 10813718 10815043
cg07818646	13 50381588 50382759
cg07819926	7 138675096 138676960
cg07820214	3 129324738 129325728
cg07823492	17 43962669 43963416
cg07823935	2 183610521 183612026
cg07824317	X 38070900 38072122
cg07824742	9 135491544 135491749
cg07827038	13 20648189 20649468
cg07833035	5 81609450 81610409
cg07833382	17 52410127 52410744
cg07836370	12 108802221 108803219
cg07837262	8 22280355 22281381
cg07842593	16 30363725 30364972
cg07843027	16 74055186 74056470
cg07844021	17 52392105 52393649
cg07844572	17 59257457 59259153
cg07845390	1 194844247 194844760
cg07845392	17 77288508 77288709
cg07845566	11 133786516 133788291
cg07846167	1 15957249 15958531
cg07846220	18 7106780 7108404
cg07847428	19 8383391 8384588
cg07849904	22 26522650 26528990
cg07850604	14 35072198 35074938
cg07851192	18 75723775 75725724
cg07851243	17 72217953 72218902
cg07851278	18 19287022 19287804
cg07854244	3 48729409 48730047
cg07855056	17 25467633 25468370
cg07857181	6 43650901 43652163
cg07858745	7 73709401 73711354
cg07861564	12 118100851 118101067
cg07862358	5 16988359 16990027
cg07864189	11 70841005 70842753
cg07865790	12 97561659 97563710
cg07868688	6 88356208 88356945
cg07871503	10 43081774 43083113
cg07872652	11 65801767 65802942
cg07873128	11 3077516 3078062
cg07874155	5 138116189 138117849
cg07874284	X 12718922 12720377
cg07874520	1 150093026 150093497
cg07876586	X 118253585 118255522
cg07879727	17 42250661 42252109
cg07880061	5 176662469 176663894
cg07880715	13 47792306 47793951
cg07882831	17 69719774 69722008
cg07884474	20 2768386 2770088
cg07886712	22 27993428 27995482
cg07888234	18 58142855 58144688
cg07889201	20 2436998 2438435
cg07894162	22 29694313 29695839
cg07894717	1 10431140 10431341
cg07895149	10 105201921 105202424
cg07896225	16 30812489 30813561
cg07897193	2 46778757 46780633
cg07897837	1 229443087 229444004
cg07899425	8 30704071 30705357
cg07900766	2 213857075 213857799
cg07903860	10 15035515 15036581
